emotional_feature,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24,comp25,comp26,comp27,comp28,comp29,comp30,comp31,comp32,comp33,comp34,comp35,comp36,comp37,comp38,comp39,comp40,comp41,comp42,comp43,comp44,comp45,comp46,comp47,comp48,comp49,comp50,comp51,comp52,emotion
Frustrated,2.92873752008928,21.94689501840623,1.5811198249104443,-0.05808289467372027,-1.80300249388156,-0.34647244653136555,1.1725157896062615,0.26309796021171844,0.47887629071234017,2.0844392495143182,0.30642696973628386,2.6857095393259955,2.4526656332060166,1.3273520150554352,-0.024343757436715227,0.5087976669316986,0.47019026901776756,-0.18713587191530842,0.5522583544790831,-0.044085664538990946,-0.901688942855202,-0.5610306915389882,-0.3883022874698056,0.26809907559272816,-0.29360657966217407,-0.7685737166835658,-0.1785949031573805,0.5593370621072935,-0.6633623611693696,-0.031119216748754758,-0.01349757656403035,0.37896286812662444,-0.31567533778865714,-0.47190630735290534,-0.13368344828898074,-0.2553032507159794,0.4602157567392608,1.0113292726509029,0.203415050518179,-0.06984378661259534,-0.08173224840630167,-0.057030456797291795,0.06587118241939206,-0.011216825185855936,-0.038850711928855065,-0.013009802722651021,-0.007147264575521455,0.022631901126642873,0.02730613018459435,0.05472571346116337,0.02735424161016501,0.002465353656797492,2
Frustrated,4.17182229633794,23.573637466621552,0.6285223950353886,-1.2015560418970899,-1.2434898662892007,-0.5142350060716846,1.036429814793892,0.3987707596575006,0.10242194413228332,0.24090715482711295,0.7070419114158987,-0.34313550591282654,0.11950929155118739,-0.2545636262695573,0.3302819643296365,-0.11745563268768701,-0.22201412630479286,-0.05627961585753742,-0.10612183250343536,0.8235816990139505,0.13647215334261636,0.21753708940180289,0.19807729432211657,0.14917976610678363,0.025624571080868373,0.1057334770700781,-0.07219165910642379,-0.3821773492591979,0.3292132574375246,-0.32137720810113213,-0.26667825857123095,-0.4379249925347009,0.5151910731015614,-0.12210296081732078,-0.07739405813745276,-0.08512564848830821,0.0686822768680061,-0.11373671208739931,-0.025307323248654708,-0.018587770211965574,0.040306908648701616,-0.021404963358624785,-0.01458139668268503,0.059089253203348326,0.03769402067230568,0.0074870062272511355,-0.03795061816847989,-0.00051172078481096265,0.0022895519311025257,-0.022306110851581847,0.01090015707363755,0.0022752519239268693,3
Frustrated,5.005517968483824,22.286524133451515,0.5494733990459095,-2.3180792166413706,-2.24926234666329,-0.9791657768281468,1.576339655164578,0.6602184600708386,-0.02224534899254014,0.3875553343427695,0.13357398667555467,0.240741645196586,0.14333137077520808,-0.1385241791883315,0.4096089178425407,-0.34295152750993096,-0.4124002703201508,0.4239455006617815,-0.36155740141577386,0.13715455863063394,0.4354283388740374,-0.5729884694393483,0.24817682553181217,-0.5832686339230032,0.18472832529219482,0.42023059634110826,0.2150410672670059,0.12198915463675783,-0.0488245786468862,0.5197729934458374,0.5292619089199502,0.28505304690392175,-0.10753809659539579,-0.03951919995338544,-0.18934450101387074,-0.08188455793689035,-0.09008911256469235,-0.097294171970778,-0.09840586013753086,-0.05530359669606883,0.049288949807758706,-0.006814546353647986,-0.004724387580018936,0.0027571127248220933,-0.04021033236014807,0.011382090593529586,-0.049364197541355175,0.002329183558910258,0.014088663636204788,-0.006129816328298862,-0.005286775693102006,-0.0015223332785187084,2
Frustrated,6.268692999296635,24.197298606082622,0.6477959684699713,-1.4649801952927994,-1.088351392412625,1.1004536678288752,1.5438394429406304,1.7987711517048774,-0.3157124286697669,-0.2923494036562671,0.9516119165031764,-1.5273177192095178,1.052161402870609,0.042850615562243434,-0.31026790039743435,1.3438277679533348,-0.12172831001359795,0.48140412100225677,0.2019326717599676,-0.07536859381988258,0.3533347751338383,-0.29783853540241767,0.47786059424930366,-0.46593108648517934,0.46233296770113613,-0.03860402183522402,0.03396245954268957,-0.17728280924939666,-0.35777181426562044,-0.1617249805057888,0.12870583525700507,-0.40679124469141525,-0.06320836752517552,-0.13296167751457857,0.4995192616392569,0.28379001227189277,-0.06772324332525538,-0.00383745143420291,-0.07076728582775695,0.30103178577514705,0.03706765047606683,0.040177409972098455,-0.07893595012118668,-0.010197895712721608,-0.045235643963830126,0.05457175580694487,0.09395996699675473,0.10150144588694966,0.03639199048282818,0.020559976924100658,-0.013273233408136348,0.029153054668690455,2
Frustrated,7.020519379078866,22.60524542239265,2.2624560652932115,0.6215751574586482,-0.6062339812462264,-0.0340625312655444,2.6462470730935626,1.2875138445670988,0.19627264700755007,-0.14855280458782477,-0.2031224209373013,-0.11813782008588646,-0.5536468845611806,-0.5401910245764475,0.04246462692976608,-0.23958825315537596,-0.05390613717166096,0.5135737983656069,-0.04081612468239648,-0.260553679222905,0.33786903363296444,0.0024529400692176414,0.14334726752092466,-0.250692479963248,-0.09600448885359836,0.6850123406431653,0.20498690666991382,-0.26760808011506726,-0.36622648073960806,0.27935201167373735,-0.025053179229803126,-0.4950622326955616,0.27081930098754686,-0.23370301979677727,0.13010679935401603,0.22475823302723125,0.1454650857761256,-0.17549643224115016,-0.0853508188696646,0.028329161279680853,0.06554705565756419,-0.03533289382216954,-0.0227791237833269,0.06786348088515155,-0.014405194384692774,-0.00531398338268992,0.006231830048942199,-0.020837909903333278,0.010629247167531546,0.009400664272656399,0.004423723403566971,0.0038988171995448725,2
Frustrated,8.099391343150723,22.76929203854221,-0.4493149952123381,-3.5296179361693656,-0.9927002059118522,1.9522928968732847,-1.642391352065164,2.168871038275205,-1.1644378094998482,0.97498860416683,1.3930434209470088,-2.599554479698618,2.9781056441771003,0.17616376637533956,1.0291990720548876,-0.4735199453346814,0.6332719392188282,-0.3938394839976684,0.4056052615998751,1.666121519339334,-0.9930129410680887,-0.02437080869873253,0.3102498490969701,-0.11138859591233018,0.02254196463338489,0.07293569184343715,0.6813413421971505,-1.034514826405496,0.35675205583467756,0.06022203368011838,0.4216371579888638,-0.5461926299532452,-0.07870439375963534,-0.016187326482779072,0.012135968095654386,0.2540234330725781,0.17531353359150784,-0.009388646470909813,-0.18084257892225494,-0.03808001816757173,0.08728972032633388,-0.07801031873630743,-8.396890624722033e-5,-0.09129055549225096,-0.1570835442966545,-0.061644880348747155,-0.02011494556341338,-0.0756704921743059,-0.029593404490383786,-0.04358799976498849,-0.050795858385338837,-0.003635526132994236,2
Frustrated,9.057950509833722,22.504516434531563,0.8116418454218939,0.17711780769828045,-0.7478731574188863,-2.342284083480501,-0.2898751605361811,-0.12160617275279574,-0.01831070348329573,-0.03224221081286333,0.712688028932109,-0.3764720959467348,0.4396900665320997,-0.37514757657894854,0.2095596782608717,0.017112542264944665,-0.4253776800853346,-0.36219167320084716,-0.11046615485946529,0.8199197800295772,-0.06512908136234943,0.5377628746623867,0.03733428818717608,-0.1920827717980452,-0.07778090723315023,-0.3863028416601884,-0.052822012252700265,-0.4274584978151047,0.24954071960364924,-0.33448171651908304,-0.14415865239900447,-0.05130478180208016,0.04958842449678503,-0.17695455729950013,-0.0221665042231608,-0.1589291477064756,0.12988270389513829,-0.011183890607706247,0.06735447145444438,-0.03220339883950514,-0.032751410822412085,-0.0269657602674523,0.015997950382452712,0.010631623568103883,-0.009101089020323439,-0.0018731718748283732,-0.008934397382910917,-0.008553071811932012,0.011940776476802969,-0.010149487202634033,-5.959801816081047e-4,0.0010243030153073895,0
Frustrated,10.138978383242746,22.972272136820585,0.3259214463236443,-2.259547967508561,-1.6344816922968148,-0.12482338813281857,1.6949110532943292,0.08898131776482651,0.46678278605783713,1.2997991329113754,0.20820500075201404,0.32630072748900407,0.5727948111422189,-0.22098809401577826,0.6955354067818345,1.1842726022395818,-0.5161286286083776,0.7447991600325707,0.17750507914994315,0.3386846389179014,0.7253026258899011,-1.0936735158874424,-0.10797065387193411,-0.12554244798980224,-0.09116565687234297,0.615779905931246,0.3156632844674946,-0.3197553379061908,0.4433969272450772,-0.0211197920399198,0.2645724532396804,-0.25790492605403986,0.07153650788029081,0.16781373131232055,-0.19915753458730184,-0.06024519398328315,0.18322142003455058,0.018931911139481943,-0.04446054547306609,-0.053920363123341794,-4.296640786497722e-4,0.03344468953210545,-0.0032232314568768064,0.007727903968408668,-7.107981607161732e-4,-0.016524986606563857,-2.208456277409655e-4,8.300754807641742e-4,0.03240470527355028,-0.009748721206965589,0.015091595387464721,5.768344839427366e-4,0
Frustrated,10.990468280421121,21.98009862175948,0.9294749232630972,-0.9087784963636452,-1.2927870828860644,-1.1778270441234617,1.204066334847501,0.22949359040155065,-0.26835068472170603,-0.30366516981165903,0.3797819908897114,0.22160345120971683,0.9213635027608503,0.028415821467260214,-0.4041943277458302,-0.49604191355956256,-0.519956851991209,-0.008199633538349663,0.3953068117397283,0.29329654020225276,0.3898524181034972,0.1584987727421713,0.17310896260390807,-0.09953354935513813,-0.15117910280655578,0.3534623059647417,0.09512672150855213,0.35149886315727996,-0.34680610065968925,-0.05847977571900825,-0.051426369121672096,-0.12518167143740958,0.4674771309792781,-7.294889731375491e-4,-0.216034383061326,0.1959344109049714,-0.16000092740093824,-0.07170053895673384,-0.04895343670951755,-0.11964776206667951,-0.006948594185134078,1.2703749010011531e-4,0.015793667584618913,0.050828189584860045,-0.0562437435832071,0.007886958038199506,0.06077302853005188,0.00795044372292405,-0.0022947658390202598,-0.02017727497859528,-0.012989979293668607,0.009011015467063477,1
Frustrated,11.81854760162304,20.88655151407792,1.9049325789402682,-0.557334150834605,-1.834712639130311,0.22582379080290285,2.73306709095326,2.4744992580902503,0.6743073206103648,0.7340435665842671,0.8012836271894913,1.7749022181986769,2.138457514334252,0.45984614241074606,-1.1181906334952592,-0.1294795809997987,1.106890225184899,-0.3337365164051667,0.0790467945885405,-0.9833514092451268,-1.2610269603538145,-0.05262674879458546,-0.31088640893671204,-0.2897813202681299,-0.33404133685722204,0.8256381762171833,-0.08411800872424635,0.5422919767505183,-0.8271684786364393,0.6239231092268314,0.46446339027530276,0.49908737301192024,-0.1455043922989198,-0.6722805909421415,-0.27700186627746254,-0.5426168449334944,-0.3539022748209429,0.6264254574521634,-0.12067400420176004,-0.2726094667019974,-0.007692187178673656,-0.09096355443540993,0.18394986041301128,0.19697015184400657,0.022698452743922192,0.05657475270808836,0.046973921356178734,-0.011857023818387352,-0.04950348334679956,-0.06543121937283806,-0.017712467607707717,0.0038007141955970847,2
